,arms,bench,broad,fortyyd,hands,heightinchestotal,tenyd,threecone,twentyss,twentyyd,vertical,weight,year,Player,Pos,injured_pct,position_group
1139,33.88,27.0,118.0,4.68,9.25,75.0,0.0,7.17,4.53,0.0,32.0,261,2012,Whitney Mercilus,DE,0.02,DL
1140,31.38,0.0,0.0,4.4,9.25,71.0,0.0,0.0,0.0,0.0,33.0,212,2012,Lamar Miller,RB,0.01,RB
1143,0.0,19.0,127.0,4.63,0.0,71.0,0.0,6.93,4.22,0.0,37.0,202,2012,Charles Mitchell,SS,0.25,DB
1146,30.25,0.0,99.0,4.94,9.5,72.0,0.0,7.41,4.56,0.0,27.0,197,2012,Kellen Moore,QB,1.0,QB
1148,0.0,16.0,117.0,4.67,0.0,70.0,0.0,7.01,4.19,0.0,35.0,219,2012,Alfred Morris,RB,0.0,RB
1149,34.0,30.0,103.0,5.21,11.0,77.0,0.0,7.43,4.78,0.0,27.0,314,2012,Brandon Mosley,OT,0.38,OL
1153,32.75,14.0,124.0,4.66,9.25,72.0,0.0,7.09,4.23,0.0,33.0,197,2012,Josh Norman,CB,0.03,DB
1156,33.88,0.0,0.0,0.0,9.88,79.0,0.0,0.0,0.0,0.0,0.0,242,2012,Brock Osweiler,QB,0.03,QB
1157,31.75,19.0,129.0,4.36,8.5,71.0,0.0,6.85,4.11,0.0,40.0,196,2012,Chris Owusu,WR,0.19,WR
1161,31.0,0.0,116.0,4.47,8.62,70.0,0.0,6.95,4.32,0.0,33.0,197,2012,Isaiah Pead,RB,0.35,RB
1163,33.0,35.0,124.0,4.64,9.5,75.0,0.0,7.25,4.0,0.0,38.0,271,2012,Nick Perry,DE,0.24,DL
1165,0.0,17.0,123.0,4.49,0.0,72.0,0.0,7.07,4.28,0.0,36.0,218,2012,Bernard Pierce,RB,0.16,RB
1166,0.0,22.0,116.0,4.63,0.0,70.0,0.0,7.12,4.28,0.0,33.0,211,2012,Eddie Pleasant,SS,0.03,DB
1167,0.0,44.0,105.0,4.98,0.0,76.0,0.0,7.9,4.56,0.0,29.0,346,2012,Dontari Poe,DT,0.02,DL
1168,31.5,0.0,111.0,4.57,9.75,71.0,0.0,7.13,4.21,0.0,31.0,215,2012,Chris Polk,RB,0.19,RB
1169,0.0,24.0,118.0,4.54,0.0,70.0,0.0,7.36,4.19,0.0,34.0,205,2012,Tauren Poole,RB,1.0,RB
1170,31.62,14.0,123.0,4.5,9.62,74.0,1.45,7.03,4.15,0.0,36.0,211,2012,DeVier Posey,WR,0.1,WR
1174,0.0,14.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,190,2012,Shaun Prater,CB,0.5,DB
1178,34.25,15.0,119.0,4.55,9.75,76.0,0.0,7.1,4.23,0.0,34.0,220,2012,Brian Quick,WR,0.56,WR
1179,30.75,16.0,120.0,4.45,9.5,68.0,0.0,6.5,3.93,0.0,36.0,180,2012,Chris Rainey,RB,0.19,RB
1181,33.0,15.0,121.0,4.55,9.5,75.0,0.0,6.99,4.36,0.0,31.0,210,2012,Rueben Randle,WR,0.0,WR
1183,33.25,23.0,98.0,5.23,10.12,78.0,0.0,7.87,4.75,0.0,26.0,313,2012,Riley Reiff,OT,0.04,OL
1185,33.25,36.0,113.0,4.95,9.5,76.0,0.0,7.43,4.53,0.0,34.0,299,2012,Kendall Reyes,DT,0.0,DL
1188,30.25,0.0,0.0,0.0,9.5,69.0,0.0,0.0,0.0,0.0,0.0,228,2012,Trent Richardson,RB,0.04,RB
1192,33.0,27.0,120.0,4.79,9.75,75.0,0.0,0.0,0.0,0.0,35.0,242,2012,Keenan Robinson,OLB,0.48,LB
1197,33.5,19.0,126.0,4.67,10.12,74.0,0.0,6.88,4.22,0.0,36.0,211,2012,Mohamed Sanu,WR,0.1,WR
1201,0.0,15.0,122.0,4.42,0.0,71.0,0.0,6.6,4.06,0.0,37.0,189,2012,Coty Sensabaugh,CB,0.12,DB
1202,33.5,26.0,116.0,4.96,9.62,75.0,0.0,7.09,4.0,0.0,35.0,266,2012,Derrick Shelby,DE,0.12,DL
1205,0.0,21.0,110.0,4.81,0.0,75.0,0.0,7.25,4.0,0.0,31.0,253,2012,Jacquies Smith,DE,0.59,DL
1206,0.0,23.0,126.0,4.33,0.0,68.5,1.48,7.51,4.35,2.5,40.5,207,2012,Michael Smith,RB,1.0,RB
1207,0.0,34.0,124.0,5.0,0.0,75.0,0.0,7.17,4.25,0.0,35.0,262,2012,Scott Solomon,DE,0.88,DL
1211,33.25,26.0,0.0,5.08,10.0,76.0,0.0,0.0,0.0,0.0,29.0,303,2012,Devon Still,DT,0.4,DL
1212,34.75,17.0,125.0,4.4,9.5,76.0,0.0,7.08,0.0,0.0,33.0,219,2012,Tommy Streeter,WR,0.59,WR
1213,0.0,21.0,116.0,4.78,0.0,73.0,0.0,6.84,4.28,0.0,31.0,241,2012,Nathan Stupar,OLB,0.0,LB
1216,32.62,0.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,0.0,0.0,221,2012,Ryan Tannehill,QB,0.02,QB
1217,0.0,0.0,118.0,4.58,0.0,71.0,0.0,7.32,4.37,0.0,33.0,209,2012,Brandon Taylor,SS,0.25,DB
1221,33.5,35.0,100.0,0.0,10.0,74.0,0.0,7.97,4.71,0.0,31.0,314,2012,Brandon Thompson,DT,0.33,DL
1222,0.0,18.0,122.0,4.5,0.0,72.0,0.0,7.33,4.13,0.0,31.0,211,2012,Christian Thompson,FS,0.06,DB
1224,32.5,18.0,132.0,4.54,9.0,74.0,0.0,0.0,0.0,0.0,37.0,215,2012,Nick Toon,WR,0.5,WR
1225,32.5,18.0,111.0,0.0,9.5,72.0,0.0,0.0,0.0,0.0,31.0,237,2012,Danny Trevathan,OLB,0.26,LB
1228,31.0,28.0,122.0,4.5,9.75,70.0,0.0,7.16,4.31,0.0,36.0,222,2012,Robert Turbin,RB,0.09,RB
1231,32.0,22.0,0.0,0.0,9.0,73.0,0.0,0.0,0.0,0.0,0.0,272,2012,Courtney Upshaw,OLB,0.0,LB
1232,0.0,31.0,122.0,4.8,0.0,74.0,0.0,7.39,4.0,0.0,34.0,261,2012,Olivier Vernon,DE,0.0,DL
1233,30.75,18.0,116.0,4.59,8.62,70.0,0.0,6.87,4.0,0.0,34.0,192,2012,Trevin Wade,CB,0.0,DB
1238,31.75,0.0,102.0,4.89,9.62,76.0,0.0,7.36,4.45,0.0,32.0,221,2012,Brandon Weeden,QB,0.12,QB
1241,0.0,21.0,124.0,4.7,0.0,73.0,0.0,7.14,4.37,0.0,37.0,233,2012,Tahir Whitehead,OLB,0.0,LB
1243,0.0,25.0,117.0,4.86,0.0,76.0,0.0,7.11,4.31,0.0,33.0,249,2012,Kyle Wilber,OLB,0.03,LB
1244,30.25,0.0,132.0,4.49,9.38,70.0,0.0,7.09,4.12,0.0,41.0,206,2012,David Wilson,RB,0.84,RB
1248,33.25,33.0,108.0,5.01,10.75,77.0,0.0,7.26,4.44,0.0,33.0,295,2012,Derek Wolfe,DT,0.09,DL
1249,33.0,0.0,0.0,5.08,9.38,74.0,0.0,7.6,4.56,0.0,28.0,308,2012,Jerel Worthy,DT,0.35,DL
1250,31.5,11.0,120.0,4.42,8.5,70.0,1.45,6.93,4.03,0.0,38.0,182,2012,Jarius Wright,WR,0.05,WR
1251,30.38,4.0,121.0,4.61,8.62,70.25,1.53,6.93,4.18,2.65,38.5,196,2012,Kendall Wright,WR,0.17,WR
1252,30.25,17.0,123.0,4.39,9.5,69.0,0.0,0.0,0.0,0.0,39.0,187,2012,Devon Wylie,WR,0.44,WR
1256,33.5,23.0,112.0,4.67,9.75,74.0,0.0,0.0,4.32,0.0,33.5,262,2011,Sam Acho,OLB,0.22,LB
1259,30.38,24.0,120.0,4.56,9.62,73.0,0.0,0.0,4.06,0.0,41.5,228,2011,Anthony Allen,RB,0.31,RB
1260,30.25,23.0,0.0,4.52,8.75,68.0,0.0,0.0,0.0,0.0,0.0,199,2011,Armando Allen,RB,0.06,RB
1262,30.5,15.0,128.0,4.38,8.5,73.0,0.0,0.0,4.08,0.0,38.0,206,2011,Prince Amukamara,CB,0.28,DB
1275,32.25,23.0,120.0,4.58,9.38,70.0,0.0,0.0,4.12,0.0,33.5,211,2011,Damien Berry,RB,1.0,RB
1276,32.5,13.0,118.0,4.5,9.5,75.0,1.55,6.86,4.31,2.55,31.5,209,2011,Armon Binns,WR,0.31,WR
1291,32.0,19.0,117.0,4.5,9.12,73.0,0.0,7.04,4.31,0.0,34.5,221,2011,Stephen Burton,WR,0.29,WR
1292,29.5,0.0,120.0,4.65,8.62,73.0,0.0,0.0,4.37,0.0,30.5,182,2011,Mario Butler,CB,1.0,DB
1293,33.5,23.0,119.0,4.53,9.75,77.0,0.0,0.0,4.03,0.0,37.5,254,2011,Jordan Cameron,TE,0.28,TE
1300,31.0,27.0,120.0,4.54,9.5,69.0,0.0,0.0,4.07,0.0,37.0,222,2011,Delone Carter,RB,0.12,RB
1310,31.0,16.0,115.0,4.46,9.38,70.0,1.56,7.08,4.34,2.53,33.5,191,2011,Randall Cobb,WR,0.19,WR
1316,31.75,0.0,106.0,4.83,9.5,74.0,0.0,0.0,4.27,0.0,29.5,215,2011,Andy Dalton,QB,0.05,QB
1318,33.38,24.0,0.0,4.93,10.12,75.0,0.0,0.0,4.62,0.0,27.0,319,2011,Marcell Dareus,DT,0.02,DL
1323,32.0,0.0,116.0,4.81,9.88,75.0,0.0,0.0,4.32,0.0,33.0,225,2011,Pat Devlin,QB,0.12,QB
1324,34.0,0.0,107.0,4.87,9.75,74.0,0.0,0.0,4.37,0.0,31.0,281,2011,Demarcus Dobbs,DE,0.19,DL
1326,31.25,14.0,116.0,4.56,10.12,74.0,1.6,6.91,4.22,2.72,33.5,201,2011,Tandon Doss,WR,0.56,WR
1328,31.0,21.0,118.0,4.73,10.0,71.0,0.0,0.0,4.2,0.0,34.0,213,2011,Shaun Draughn,RB,0.05,RB
1333,34.75,0.0,113.0,4.84,9.75,76.0,0.0,0.0,4.56,0.0,31.0,291,2011,Nick Fairley,DT,0.24,DL
1334,30.75,21.0,115.0,4.37,9.5,70.0,0.0,0.0,4.21,0.0,37.5,231,2011,Mario Fannin,RB,1.0,RB
1339,33.0,0.0,120.0,4.61,10.0,76.0,0.0,0.0,4.26,0.0,33.5,234,2011,Blaine Gabbert,QB,0.34,QB
1348,34.38,18.0,126.0,4.48,9.25,76.0,1.55,6.91,4.21,2.53,34.5,211,2011,A.J. Green,WR,0.09,WR
1349,32.0,20.0,114.0,4.45,9.12,73.0,0.0,0.0,4.15,0.0,34.0,225,2011,Alex Green,RB,0.33,RB
1351,0.0,19.0,121.0,4.57,0.0,71.38,1.58,6.82,4.28,2.65,36.0,205,2011,John Griffin,RB,1.0,RB
1353,32.75,28.0,0.0,4.96,10.75,76.0,0.0,0.0,4.43,0.0,29.0,305,2011,Lawrence Guy,DT,0.33,DL
1356,32.25,14.0,117.0,4.4,10.62,74.0,1.51,6.94,4.21,2.53,36.0,209,2011,Leonard Hankerson,WR,0.44,WR
1360,31.12,10.0,111.0,4.53,10.12,70.0,0.0,6.77,4.21,0.0,34.0,203,2011,Dwayne Harris,WR,0.08,WR
1361,31.38,11.0,119.0,4.4,10.25,73.0,0.0,0.0,4.01,0.0,36.5,219,2011,Roy Helu,RB,0.09,RB
1364,34.25,0.0,0.0,4.92,10.12,77.0,0.0,0.0,0.0,0.0,30.0,294,2011,Cameron Heyward,DE,0.11,DL
1370,34.0,11.0,130.0,4.51,8.62,76.0,0.0,6.69,4.31,0.0,35.0,210,2011,Andre Holmes,WR,0.06,WR
1373,34.5,22.0,117.0,4.46,9.75,77.0,0.0,0.0,4.21,0.0,37.0,248,2011,Rob Housler,TE,0.19,TE
1378,31.0,24.0,122.0,4.46,8.75,67.0,0.0,0.0,4.21,0.0,35.0,199,2011,Kendall Hunter,RB,0.65,RB
1381,31.38,24.0,111.0,5.06,9.62,73.0,0.0,0.0,0.0,0.0,30.5,257,2011,Henry Hynoski,FB,0.53,FB
1382,30.75,21.0,113.0,4.62,9.5,69.0,0.0,0.0,4.62,0.0,31.5,215,2011,Mark Ingram,RB,0.22,RB
1385,33.0,14.0,113.0,4.61,9.0,75.0,0.0,7.45,4.43,0.0,37.5,215,2011,Lestar Jean,WR,0.56,WR
1387,32.0,11.0,117.0,4.46,9.25,69.0,1.56,7.07,4.25,2.54,37.5,185,2011,Jerrel Jernigan,WR,0.35,WR
1393,33.75,17.0,135.0,4.34,9.75,75.0,1.5,6.66,4.25,2.47,38.5,220,2011,Julio Jones,WR,0.16,WR
1395,35.0,25.0,117.0,4.74,11.12,76.0,0.0,0.0,4.37,0.0,31.0,287,2011,Cameron Jordan,DE,0.0,DL
1396,33.5,0.0,115.0,4.53,9.12,77.0,0.0,6.85,4.18,0.0,32.5,233,2011,Colin Kaepernick,QB,0.15,QB
1398,32.0,25.0,122.0,4.65,9.62,75.0,0.0,0.0,4.15,0.0,34.5,243,2011,Lance Kendricks,TE,0.06,TE
1400,30.0,16.0,120.0,4.56,9.0,70.0,1.58,6.7,3.99,2.63,34.5,189,2011,Jeremy Kerley,WR,0.06,WR
1401,33.38,31.0,122.0,4.67,9.5,76.0,0.0,0.0,4.39,0.0,33.5,267,2011,Ryan Kerrigan,DE,0.0,DL
1408,32.62,21.0,122.0,4.56,9.5,73.0,0.0,0.0,4.4,0.0,38.0,227,2011,Mikel Leshoure,RB,0.5,RB
1410,28.12,17.0,112.0,4.56,8.75,67.0,0.0,0.0,4.18,0.0,34.5,193,2011,Dion Lewis,RB,0.45,RB
1412,33.25,27.0,129.0,4.51,9.12,75.0,0.0,6.8,4.21,0.0,40.5,231,2011,Greg Little,WR,0.02,WR
1413,33.25,27.0,102.0,4.97,9.5,74.0,0.0,0.0,4.68,0.0,27.5,298,2011,Corey Liuget,DT,0.09,DL
1416,31.62,0.0,115.0,4.51,9.62,75.0,0.0,0.0,4.12,0.0,35.0,231,2011,Jake Locker,QB,0.31,QB
1417,33.75,22.0,127.0,4.34,9.75,74.0,1.52,7.15,4.19,2.48,35.5,211,2011,Ricardo Lockette,WR,0.5,WR
1420,31.5,8.0,115.0,4.56,9.12,73.0,1.6,6.42,3.94,2.69,33.5,190,2011,Jeff Maehl,WR,0.08,WR
1421,34.38,0.0,0.0,5.24,10.75,79.0,0.0,0.0,0.0,0.0,24.0,253,2011,Ryan Mallett,QB,0.16,QB
1430,30.75,0.0,107.0,4.84,9.38,74.0,0.0,0.0,4.45,0.0,33.0,220,2011,Greg McElroy,QB,0.53,QB
1438,33.0,13.0,118.0,4.43,9.5,73.0,1.55,6.78,4.15,2.5,36.0,194,2011,Denarius Moore,WR,0.16,WR
1439,30.25,11.0,115.0,4.58,9.62,73.0,0.0,0.0,3.96,0.0,35.0,202,2011,Rahim Moore,FS,0.17,DB
1443,32.0,21.0,130.0,4.37,9.25,73.0,0.0,0.0,4.18,0.0,34.5,213,2011,DeMarco Murray,RB,0.15,RB
1446,33.75,0.0,126.0,4.56,9.88,77.0,0.0,6.92,4.18,0.0,35.0,248,2011,Cam Newton,QB,0.03,QB
1451,32.88,49.0,0.0,4.98,10.0,73.0,0.0,0.0,0.0,0.0,0.0,303,2011,Stephen Paea,DT,0.19,DL
1452,33.75,22.0,104.0,4.95,9.75,74.0,0.0,0.0,4.57,0.0,29.0,303,2011,Martin Parker,DT,0.94,DL
1454,31.0,24.0,117.0,4.45,8.88,73.0,0.0,6.9,4.14,0.0,34.5,224,2011,Niles Paul,WR,0.35,WR
1456,32.0,15.0,0.0,4.31,9.25,72.0,0.0,0.0,4.07,0.0,38.0,219,2011,Patrick Peterson,CB,0.0,DB
1457,31.75,14.0,120.0,4.56,9.75,75.0,0.0,6.68,3.88,0.0,33.5,209,2011,Austin Pettis,WR,0.02,WR
1459,30.5,19.0,0.0,4.56,8.75,70.0,0.0,0.0,0.0,0.0,0.0,199,2011,Kealoha Pilares,WR,0.58,WR
1461,32.12,0.0,116.0,4.63,10.25,74.0,0.0,0.0,4.09,0.0,34.0,229,2011,Christian Ponder,QB,0.1,QB
1465,30.88,18.0,0.0,4.51,8.75,71.0,1.53,0.0,0.0,2.64,0.0,207,2011,Bilal Powell,RB,0.09,RB
1466,34.0,22.0,116.0,4.62,10.12,76.0,1.61,7.13,4.4,2.67,34.0,265,2011,Robert Quinn,DE,0.27,DL
1470,34.38,28.0,111.0,5.32,10.25,79.0,0.0,0.0,4.65,0.0,29.5,327,2011,Jah Reid,OT,0.23,OL
1471,33.25,14.0,108.0,4.9,10.5,74.0,0.0,0.0,4.59,0.0,28.0,248,2011,Allen Reisner,TE,0.78,TE
1472,31.88,18.0,118.0,4.65,9.25,71.0,0.0,0.0,4.21,0.0,36.0,225,2011,Stevan Ridley,RB,0.28,RB
1474,30.5,0.0,113.0,4.59,8.88,66.0,0.0,0.0,4.26,0.0,33.0,196,2011,Jacquizz Rodgers,RB,0.29,RB
1477,30.75,20.0,113.0,4.65,9.25,73.0,0.0,0.0,4.18,0.0,34.0,212,2011,Evan Royster,RB,0.19,RB
1479,31.12,12.0,115.0,4.58,9.0,73.0,0.0,0.0,4.15,0.0,35.5,190,2011,Kevin Rutland,CB,0.03,DB
1480,30.62,22.0,113.0,4.4,9.25,71.0,0.0,0.0,4.25,0.0,34.5,220,2011,Brandon Saine,RB,0.34,RB
1481,32.0,15.0,120.0,4.53,9.25,73.0,1.56,6.65,4.1,2.6,37.0,210,2011,Greg Salas,WR,0.35,WR
1482,33.0,14.0,0.0,4.69,9.62,74.0,0.0,0.0,0.0,0.0,0.0,204,2011,DeMarco Sampson,WR,0.25,WR
1484,33.38,12.0,124.0,4.53,9.75,76.0,0.0,0.0,4.06,0.0,35.0,217,2011,Robert Sands,FS,1.0,DB
1485,30.5,0.0,118.0,4.56,8.25,71.0,0.0,6.46,3.97,0.0,33.5,182,2011,Dane Sanzenbacher,WR,0.0,WR
1486,30.0,11.0,108.0,4.62,9.38,73.0,0.0,0.0,4.27,0.0,33.0,211,2011,Tyler Sash,SS,0.16,DB
1496,31.62,21.0,114.0,4.5,9.25,73.0,0.0,6.5,4.07,0.0,34.5,205,2011,Cecil Shorts,WR,0.26,WR
1497,34.5,29.0,0.0,5.04,10.0,72.0,0.0,0.0,4.75,0.0,29.0,305,2011,Sealver Siliga,DT,0.31,DL
1500,35.38,20.0,118.0,4.74,9.75,76.0,0.0,0.0,4.5,0.0,34.0,263,2011,Aldon Smith,DE,0.19,DL
1502,32.25,24.0,123.0,4.42,9.75,74.0,0.0,0.0,4.06,0.0,36.0,211,2011,Jimmy Smith,CB,0.22,DB
1503,34.38,25.0,108.0,4.94,9.75,78.0,0.0,0.0,4.28,0.0,29.0,266,2011,Lee Smith,TE,0.21,TE
1504,32.5,19.0,126.0,4.41,8.5,73.0,1.51,6.72,4.13,2.5,41.0,204,2011,Torrey Smith,WR,0.04,WR
1505,36.38,29.0,0.0,5.08,11.0,77.0,0.0,0.0,0.0,0.0,0.0,307,2011,Tyron Smith,OT,0.06,OL
1510,33.0,27.0,115.0,4.68,9.75,77.0,0.0,0.0,4.4,0.0,33.0,258,2011,Luke Stocker,TE,0.3,TE
1516,32.25,0.0,126.0,4.47,10.0,73.0,0.0,0.0,4.09,0.0,37.5,217,2011,Tyrod Taylor,QB,0.12,QB
1518,32.38,21.0,0.0,4.63,9.0,72.0,0.0,0.0,0.0,0.0,0.0,230,2011,Daniel Thomas,RB,0.14,RB
1521,33.0,16.0,111.0,4.64,10.25,77.0,0.0,0.0,4.31,0.0,35.5,246,2011,Julius Thomas,TE,0.28,TE
1524,33.62,23.0,101.0,5.25,10.0,75.0,0.0,0.0,4.71,0.0,27.0,309,2011,Cedric Thornton,DT,0.05,DL
1525,32.0,25.0,126.0,4.4,9.38,69.0,0.0,0.0,4.18,0.0,38.0,203,2011,Jordan Todman,RB,0.06,RB
1532,30.62,31.0,115.0,4.49,9.0,70.0,0.0,0.0,4.28,0.0,34.0,210,2011,Shane Vereen,RB,0.36,RB
1534,34.0,34.0,120.0,4.81,11.12,77.0,0.0,6.88,4.21,0.0,37.0,290,2011,J.J. Watt,DE,0.14,DL
1535,30.0,18.0,123.0,4.53,9.0,73.0,0.0,6.67,4.09,0.0,38.5,202,2011,Ryan Whalen,WR,0.06,WR
1537,30.0,0.0,117.0,4.5,9.12,70.0,0.0,0.0,4.31,0.0,32.5,209,2011,Johnny White,RB,0.25,RB
1538,33.38,14.0,117.0,4.86,10.0,76.0,0.0,0.0,4.51,0.0,32.5,266,2011,Markus White,DE,0.0,DL
1540,35.25,27.0,106.0,4.96,10.0,76.0,0.0,0.0,4.59,0.0,26.0,315,2011,Muhammad Wilkerson,DT,0.03,DL
1542,31.5,20.0,111.0,4.59,10.38,74.0,0.0,0.0,4.51,0.0,33.5,245,2011,D.J. Williams,TE,0.06,TE
1543,32.0,31.0,98.0,5.21,9.5,73.0,0.0,0.0,4.78,0.0,28.5,319,2011,Ian Williams,DT,0.66,DL
1547,30.75,19.0,123.0,4.59,9.0,69.0,0.0,0.0,4.18,0.0,40.0,212,2011,Ryan Williams,RB,0.84,RB
1555,32.5,0.0,104.0,5.06,10.25,75.0,0.0,0.0,4.12,0.0,29.5,219,2011,T.J. Yates,QB,0.19,QB
1557,30.88,0.0,123.0,4.43,9.0,71.0,1.58,6.85,4.3,2.54,35.0,174,2011,Titus Young,WR,0.31,WR
1559,32.62,14.0,115.0,4.6,9.38,76.0,0.0,7.22,4.39,0.0,36.0,204,2010,Seyi Ajirotutu,WR,0.09,WR
1569,32.0,34.0,117.0,4.75,9.62,74.0,0.0,0.0,4.43,0.0,33.0,293,2010,Geno Atkins,DT,0.11,DL
1574,31.5,0.0,120.0,4.68,9.0,71.0,0.0,0.0,4.17,0.0,36.5,220,2010,Joique Bell,RB,0.08,RB
1575,32.25,20.0,118.0,4.57,9.38,73.0,1.55,6.78,4.32,2.58,37.0,219,2010,Arrelious Benn,WR,0.39,WR
1577,31.75,18.0,113.0,4.34,9.0,70.0,0.0,0.0,4.17,0.0,32.5,199,2010,Jahvid Best,RB,0.54,RB
1579,33.5,18.0,117.0,4.7,10.0,73.0,0.0,0.0,4.49,0.0,35.0,241,2010,LeGarrette Blount,RB,0.08,RB
1582,34.38,0.0,0.0,4.79,9.5,76.0,0.0,0.0,0.0,0.0,0.0,236,2010,Sam Bradford,QB,0.52,QB
1585,31.0,13.0,105.0,4.56,9.0,70.0,0.0,6.98,4.18,0.0,33.5,186,2010,Antonio Brown,WR,0.06,WR
1587,29.0,17.0,115.0,4.55,9.12,71.0,0.0,0.0,0.0,0.0,36.0,210,2010,Chris Brown,RB,0.06,RB
1591,34.0,0.0,133.0,4.52,9.75,74.0,1.4,7.21,4.48,2.58,38.0,225,2010,Dez Bryant,WR,0.12,WR
1597,33.5,0.0,109.0,4.97,10.0,76.0,0.0,0.0,0.0,0.0,29.0,268,2010,Nate Byham,TE,0.62,TE
1603,33.25,26.0,0.0,4.92,10.5,77.0,0.0,0.0,0.0,0.0,0.0,285,2010,Alex Carrington,DE,0.5,DL
1610,30.75,0.0,0.0,4.76,9.0,74.0,0.0,0.0,0.0,0.0,0.0,222,2010,Jimmy Clausen,QB,0.31,QB
1612,34.25,0.0,0.0,5.71,11.0,76.0,0.0,0.0,5.03,0.0,20.5,349,2010,Terrence Cody,DT,0.22,DL
1621,32.62,0.0,114.0,4.53,10.38,76.0,0.0,0.0,0.0,0.0,33.0,222,2010,Riley Cooper,WR,0.04,WR
1627,31.0,15.0,0.0,4.54,9.12,75.0,0.0,0.0,0.0,0.0,0.0,217,2010,Eric Decker,WR,0.13,WR
1630,33.0,23.0,115.0,4.59,9.75,76.0,0.0,0.0,4.59,0.0,34.0,249,2010,Ed Dickson,TE,0.05,TE
1633,32.62,15.0,121.0,4.67,9.75,73.0,0.0,0.0,4.49,0.0,33.0,233,2010,Anthony Dixon,RB,0.0,RB
1634,33.0,17.0,0.0,4.82,10.12,77.0,0.0,0.0,0.0,0.0,0.0,246,2010,Jim Dray,TE,0.17,TE
1636,34.62,21.0,111.0,4.68,10.0,78.0,1.61,7.21,4.61,2.69,31.5,278,2010,Carlos Dunlap,DE,0.06,DL
1637,31.0,15.0,107.0,4.64,8.62,71.0,0.0,0.0,4.67,0.0,33.0,229,2010,Jonathan Dwyer,RB,0.59,RB
1638,32.75,16.0,123.0,4.39,8.5,75.0,1.52,6.94,4.6,2.52,34.0,210,2010,Marcus Easley,WR,0.52,WR
1641,33.12,19.0,0.0,4.72,9.88,76.0,0.0,0.0,0.0,0.0,0.0,246,2010,Dedrick Epps,TE,0.06,TE
1642,30.5,15.0,115.0,4.28,9.25,69.0,0.0,7.0,4.44,0.0,33.5,186,2010,Jacoby Ford,WR,0.75,WR
1646,37.75,26.0,112.0,4.98,11.12,80.0,0.0,0.0,0.0,0.0,36.0,299,2010,Clifton Geathers,DE,0.0,DL
1648,32.0,22.0,118.0,4.5,9.62,73.0,0.0,0.0,4.25,0.0,38.0,231,2010,Toby Gerhart,RB,0.2,RB
1649,34.0,15.0,124.0,4.43,10.0,75.0,1.54,6.94,4.41,2.59,34.5,217,2010,David Gettis,WR,0.83,WR
1652,32.25,0.0,116.0,4.61,9.12,73.0,0.0,6.92,4.4,0.0,39.0,187,2010,Mardy Gilyard,WR,0.16,WR
1655,32.0,20.0,112.0,4.71,9.5,75.0,0.0,0.0,4.35,0.0,34.5,243,2010,Garrett Graham,TE,0.24,TE
1656,35.0,0.0,120.0,4.53,10.62,78.0,0.0,0.0,4.45,0.0,38.5,260,2010,Jimmy Graham,TE,0.06,TE
1658,34.75,20.0,113.0,4.66,9.62,77.0,0.0,0.0,4.53,0.0,35.0,261,2010,Jermaine Gresham,TE,0.07,TE
1659,32.62,32.0,0.0,4.65,10.0,76.0,0.0,0.0,0.0,0.0,0.0,273,2010,Everson Griffen,DE,0.0,DL
1661,34.25,23.0,0.0,4.68,10.75,78.0,0.0,0.0,0.0,0.0,0.0,258,2010,Rob Gronkowski,TE,0.23,TE
1663,30.0,0.0,102.0,4.84,9.0,73.0,0.0,0.0,4.35,0.0,32.0,209,2010,Max Hall,QB,0.25,QB
1664,32.62,30.0,120.0,4.62,9.5,75.0,0.0,0.0,4.37,0.0,40.0,252,2010,Clay Harbor,TE,0.08,TE
1665,31.0,21.0,124.0,4.49,9.5,73.0,0.0,0.0,4.14,0.0,41.0,225,2010,Montario Hardesty,RB,0.42,RB
1666,34.0,21.0,117.0,4.82,9.75,76.0,0.0,0.0,4.65,0.0,35.0,281,2010,Greg Hardy,DE,0.17,DL
1671,28.38,10.0,116.0,4.34,8.25,65.0,0.0,6.54,4.48,0.0,42.0,166,2010,Trindon Holliday,WR,0.36,WR
1672,33.0,25.0,0.0,4.77,10.12,76.0,0.0,0.0,0.0,0.0,0.0,264,2010,Michael Hoomanawanui,TE,0.46,TE
1673,33.0,30.0,114.0,4.84,10.0,75.0,0.0,0.0,4.71,0.0,33.5,305,2010,Lamarr Houston,DT,0.46,DL
1678,0.0,0.0,119.0,4.48,0.0,71.5,1.54,7.2,4.6,2.6,36.0,222,2010,Chris Ivory,RB,0.21,RB
1683,32.0,21.0,115.0,4.58,9.62,73.0,0.0,0.0,0.0,0.0,36.0,215,2010,Javarris James,RB,0.5,RB
1691,32.0,20.0,119.0,4.46,9.0,73.0,0.0,6.9,4.2,0.0,41.0,214,2010,Donald Jones,WR,0.27,WR
1693,34.5,39.0,100.0,5.09,10.0,77.0,0.0,0.0,4.71,0.0,30.0,328,2010,Linval Joseph,DT,0.08,DL
1699,32.75,11.0,115.0,4.58,8.75,75.0,1.55,6.81,4.23,2.68,36.0,211,2010,Brandon LaFell,WR,0.11,WR
